"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-20","2020","01","20","","-10.2","","-19.6","","-14.9","","32.9","","0.0","","0.0","","0.0","","0.0","","30","","32","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-21","2020","01","21","","-4.5","","-20.4","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","29","","22","","42",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-22","2020","01","22","","1.4","","-8.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","28","","20","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-23","2020","01","23","","1.8","","-5.1","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","21","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-24","2020","01","24","","1.4","","-4.2","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","20","","7","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-25","2020","01","25","","0.3","","-2.5","","-1.1","","19.1","","0.0","","2.8","","6.4","","13.6","","18","","7","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-26","2020","01","26","","1.4","","-0.1","","0.7","","17.3","","0.0","","1.2","","5.6","","4.8","","26","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-27","2020","01","27","","1.3","","-1.9","","-0.3","","18.3","","0.0","","0.0","","0.2","","0.2","","29","","31","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-28","2020","01","28","","-1.8","","-8.8","","-5.3","","23.3","","0.0","","0.6","","0.0","T","0.6","","25","","32","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-29","2020","01","29","","-7.9","","-14.9","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","22","","32","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-30","2020","01","30","","-6.2","","-15.9","","-11.1","","29.1","","0.0","","0.0","","0.0","","0.0","","22","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-01-31","2020","01","31","","-6.0","","-15.6","","-10.8","","28.8","","0.0","","0.0","","1.0","","0.6","","22","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-01","2020","02","01","","-2.2","","-12.7","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","22","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-02","2020","02","02","","-1.8","","-8.3","","-5.1","","23.1","","0.0","","0.0","","2.8","","1.8","","21","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-03","2020","02","03","","3.6","","-4.6","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","21","","24","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-04","2020","02","04","","2.0","","-5.7","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","17","","32","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-05","2020","02","05","","-3.4","","-11.8","","-7.6","","25.6","","0.0","","0.0","","0.0","","0.0","","16","","32","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-06","2020","02","06","","-5.4","","-10.6","","-8.0","","26.0","","0.0","","0.6","","7.2","","6.2","","16","","3","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-07","2020","02","07","","-5.4","","-15.1","","-10.3","","28.3","","0.0","","0.0","","18.8","","12.8","","32","","31","","58",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-08","2020","02","08","","-15.1","","-22.8","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","41","","30","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-09","2020","02","09","","-9.7","","-26.3","","-18.0","","36.0","","0.0","","0.0","","2.8","","2.0","","41","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-10","2020","02","10","","-0.4","","-11.9","","-6.2","","24.2","","0.0","","0.0","","5.2","","2.6","","49","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-11","2020","02","11","","-0.3","","-8.2","","-4.3","","22.3","","0.0","","0.0","","0.0","T","0.0","T","46","","25","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-12","2020","02","12","","1.8","","-6.5","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","39","","22","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-13","2020","02","13","","-1.0","","-20.2","","-10.6","","28.6","","0.0","","0.0","","4.4","","2.0","","32","","32","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-14","2020","02","14","","-16.1","","-25.7","","-20.9","","38.9","","0.0","","0.0","","0.0","","0.0","","34","","32","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-15","2020","02","15","","-3.0","","-16.9","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","31","","19","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-16","2020","02","16","","3.4","","-5.6","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","31","","23","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-17","2020","02","17","","-5.4","","-15.3","","-10.4","","28.4","","0.0","","0.0","","0.0","T","0.0","T","30","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-18","2020","02","18","","4.1","","-13.5","","-4.7","","22.7","","0.0","","0.0","","4.2","","2.0","","30","","26","","68",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-19","2020","02","19","","1.0","","-14.1","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","32","","31","","72",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-20","2020","02","20","","-11.7","","-18.3","","-15.0","","33.0","","0.0","","0.0","","0.0","T","0.0","T","31","","28","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-21","2020","02","21","","-0.6","","-20.0","","-10.3","","28.3","","0.0","","0.0","","0.0","T","0.0","T","29","","22","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-22","2020","02","22","","3.4","","-4.2","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","27","","22","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-23","2020","02","23","","6.1","","-4.9","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","25","","20","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-24","2020","02","24","","8.4","","-0.2","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","19","","18","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-25","2020","02","25","","4.7","","0.2","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","14","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-26","2020","02","26","","0.3","","-1.9","","-0.8","","18.8","","0.0","","0.8","","2.4","","3.8","","13","","6","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-27","2020","02","27","","0.7","","-10.0","","-4.7","","22.7","","0.0","","3.5","","17.2","","16.8","","17","","27","","58",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-28","2020","02","28","","-8.4","","-14.4","","-11.4","","29.4","","0.0","","0.0","","1.8","","0.4","","24","","24","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-02-29","2020","02","29","","-9.5","","-17.2","","-13.4","","31.4","","0.0","","0.0","","0.0","T","0.0","T","24","","29","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-01","2020","03","01","","-4.5","","-17.4","","-11.0","","29.0","","0.0","","0.0","","2.2","","1.8","","24","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-02","2020","03","02","","4.0","","-7.2","","-1.6","","19.6","","0.0","","4.4","","0.8","","4.8","","26","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-03","2020","03","03","","3.5","","-5.5","","-1.0","","19.0","","0.0","","8.2","","0.0","T","8.4","","23","","26","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-04","2020","03","04","","4.1","","-0.7","","1.7","","16.3","","0.0","","0.0","","0.0","T","0.0","T","17","","27","","54",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-05","2020","03","05","","2.4","","-3.1","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","16","","28","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-06","2020","03","06","","0.0","","-6.2","","-3.1","","21.1","","0.0","","0.4","","4.4","","3.8","","18","","5","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-07","2020","03","07","","-1.0","","-11.8","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","17","","2","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-08","2020","03","08","","6.5","","-2.1","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","17","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-09","2020","03","09","","12.8","","3.0","","7.9","","10.1","","0.0","","2.6","","0.0","","2.6","","11","","20","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-10","2020","03","10","","7.8","","-4.1","","1.9","","16.1","","0.0","","3.9","","0.0","","3.9","","4","","31","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-11","2020","03","11","","-1.6","","-6.8","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","2","","33","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-12","2020","03","12","","1.8","","-3.4","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","2","","8","","42",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-13","2020","03","13","","7.2","","0.1","","3.7","","14.3","","0.0","","8.3","","0.0","","8.3","","2","","24","","74",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-14","2020","03","14","","4.5","","-3.3","","0.6","","17.4","","0.0","","0.0","","0.0","T","0.0","T","2","","26","","63",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-15","2020","03","15","","-1.9","","-8.8","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","2","","33","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-16","2020","03","16","","-1.1","","-10.1","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","2","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-17","2020","03","17","","5.8","","-3.2","","1.3","","16.7","","0.0","","6.6","","0.0","","6.6","","2","","24","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-18","2020","03","18","","3.2","","-3.7","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-19","2020","03","19","","3.8","","-0.6","","1.6","","16.4","","0.0","","0.3","","0.0","","0.3","","0","T","5","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-20","2020","03","20","","14.2","","-6.1","","4.1","","13.9","","0.0","","3.7","","0.0","T","3.7","","0","T","26","","74",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-21","2020","03","21","","-3.6","","-11.1","","-7.4","","25.4","","0.0","","0.0","","0.0","","0.0","","0","T","33","","55",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-22","2020","03","22","","-0.3","","-10.2","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","0","T","8","","35",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-23","2020","03","23","","0.1","","-5.5","","-2.7","","20.7","","0.0","","0.0","","5.6","","4.8","","0","T","7","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-24","2020","03","24","","4.5","","-2.4","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","5","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-25","2020","03","25","","5.2","","-3.7","","0.8","","17.2","","0.0","","0.0","T","0.0","","0.0","T","1","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-26","2020","03","26","","10.9","","0.8","","5.9","","12.1","","0.0","","3.7","","0.0","T","3.7","","0","T","27","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-27","2020","03","27","","8.2","","-2.2","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","T","32","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-28","2020","03","28","","7.3","","-4.8","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","T","6","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-29","2020","03","29","","8.2","","2.8","","5.5","","12.5","","0.0","","18.7","","0.0","","18.7","","","","7","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-30","2020","03","30","","9.0","","1.2","","5.1","","12.9","","0.0","","6.9","","0.0","","6.9","","","","6","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-03-31","2020","03","31","","8.9","","-1.4","","3.8","","14.2","","0.0","","0.4","","0.0","","0.4","","","","6","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-01","2020","04","01","","7.4","","-2.6","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","","","4","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-02","2020","04","02","","10.8","","-1.4","","4.7","","13.3","","0.0","","0.0","T","0.0","","0.0","T","","","35","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-03","2020","04","03","","10.0","","3.7","","6.9","","11.1","","0.0","","1.5","","0.0","","1.5","","","","3","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-04","2020","04","04","","14.3","","2.3","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-05","2020","04","05","","10.4","","-0.2","","5.1","","12.9","","0.0","","0.8","","0.0","","0.8","","","","28","","42",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-06","2020","04","06","","14.7","","-2.8","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","29","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-07","2020","04","07","","13.1","","-1.0","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","32","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-08","2020","04","08","","7.9","","0.5","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","5","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-09","2020","04","09","","7.7","","0.7","","4.2","","13.8","","0.0","","10.8","","0.8","","11.6","","","","28","","65",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-10","2020","04","10","","5.2","","-0.3","","2.5","","15.5","","0.0","","0.2","","1.0","","0.7","","0","T","33","","58",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-11","2020","04","11","","8.7","","-2.0","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","31","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-12","2020","04","12","","12.1","","-2.3","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","20","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-13","2020","04","13","","15.3","","2.4","","8.9","","9.1","","0.0","","19.8","","0.0","","19.8","","","","24","","74",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-14","2020","04","14","","8.4","","-0.8","","3.8","","14.2","","0.0","","0.0","","2.0","","1.0","","2","E","24","","63",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-15","2020","04","15","","4.4","","-4.4","","0.0","","18.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","23","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-16","2020","04","16","","5.8","","-5.4","","0.2","","17.8","","0.0","","0.0","","0.0","T","0.0","T","","","26","","52",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-17","2020","04","17","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","27","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-18","2020","04","18","","11.1","","-4.8","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","22","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-19","2020","04","19","","7.8","","-2.0","","2.9","","15.1","","0.0","","6.4","","0.0","","6.4","","","","27","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-20","2020","04","20","","6.0","","-5.6","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","","","33","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-21","2020","04","21","","7.8","","-4.8","","1.5","","16.5","","0.0","","3.2","","2.0","","4.7","","1","E","24","","80",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-22","2020","04","22","","3.0","","-6.2","","-1.6","","19.6","","0.0","","0.0","","0.6","","0.4","","2","","29","","67",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-23","2020","04","23","","7.4","","-6.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","","","31","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-24","2020","04","24","","9.4","","-3.9","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","5","","33",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-25","2020","04","25","","15.4","","-3.5","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-26","2020","04","26","","13.0","","3.7","","8.4","","9.6","","0.0","","0.0","","0.0","","0.0","","","","7","","42",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-27","2020","04","27","","13.6","","1.6","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","5","","39",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-28","2020","04","28","","15.4","","-1.0","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-29","2020","04","29","","16.8","","1.9","","9.4","","8.6","","0.0","","0.0","T","0.0","","0.0","T","","","10","","54",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-04-30","2020","04","30","","13.0","","9.4","","11.2","","6.8","","0.0","","21.6","","0.0","","21.6","","","","11","","48",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-01","2020","05","01","","14.4","","2.8","","8.6","","9.4","","0.0","","2.3","","0.0","","2.3","","","","34","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-02","2020","05","02","","20.5","","2.9","","11.7","","6.3","","0.0","","1.3","","0.0","","1.3","","","","23","","54",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-03","2020","05","03","","22.1","","6.2","","14.2","","3.8","","0.0","","0.3","","0.0","","0.3","","","","25","","59",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-04","2020","05","04","","11.2","","0.3","","5.8","","12.2","","0.0","","0.0","T","0.0","","0.0","T","","","34","","50",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-05","2020","05","05","","11.6","","-1.6","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","33","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-06","2020","05","06","","15.2","","2.2","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","","","34","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-07","2020","05","07","","15.3","","0.8","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","","","30","","58",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-08","2020","05","08","","5.8","","-1.1","","2.4","","15.6","","0.0","","0.0","","0.4","","0.0","T","","","31","","42",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-09","2020","05","09","","5.7","","-3.3","","1.2","","16.8","","0.0","","0.0","","0.0","T","0.0","T","","","31","","65",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-10","2020","05","10","","12.6","","-0.7","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","28","","54",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-11","2020","05","11","","10.6","","0.7","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","31","","42",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-12","2020","05","12","","8.8","","-4.6","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","","","27","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-13","2020","05","13","","14.7","","-2.4","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-14","2020","05","14","","18.1","","0.6","","9.4","","8.6","","0.0","","0.2","","0.0","","0.2","","","","23","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-15","2020","05","15","","","M","","M","","M","","M","","M","24.0","","0.0","","24.0","","","","3","","32",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-16","2020","05","16","","17.6","","8.2","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","","","32","","37",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-17","2020","05","17","","19.8","","7.6","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-18","2020","05","18","","21.0","","10.6","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","8","","42",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-19","2020","05","19","","19.8","","7.5","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","6","","46",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-20","2020","05","20","","23.9","","5.4","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-21","2020","05","21","","24.8","","8.1","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","24","","41",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-22","2020","05","22","","28.7","","7.8","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-23","2020","05","23","","24.5","","12.1","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","7","","45",""
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-24","2020","05","24","","28.3","","9.1","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","","","","M"
"-75.67","45.32","OTTAWA INTL A","6106001","2020-05-25","2020","05","25","","23.4","","16.2","","19.8","","0.0","","1.8","","1.5","","0.0","","1.5","","","","19","","39",""
